MAL_ID,Genres_x,Japanese name
21809,"Ecchi, Comedy, Mecha, Seinen",健全ロボ ダイミダラー
21821,"Action, Historical, Mecha",風雲維新ダイ☆ショーグン
21831,"Kids, Music, Vampire",ドラキュラのうた
21833,"Comedy, Fantasy, Kids, Music",ひげなしゴゲジャバル
21835,Game,マジンボーン
21843,"Action, Adventure, Demons, Supernatural, Magic, Fantasy",神撃のバハムート GENESIS
21845,"Sci-Fi, Drama, Romance, School",失われた未来を求めて
21851,"Parody, School, Slice of Life",てさぐれ！部活もの あんこーる
21853,"Music, Slice of Life, School",ラブライブ！〜国立音ノ木坂学院案内〜
21855,"Mystery, Comedy, Supernatural",花物語
21861,"Dementia, Drama, Horror, Music",Airy Me
21863,"Harem, Slice of Life, Comedy, Ecchi, Seinen",マンガ家さんとアシスタントさんと THE ANIMATION
21867,"Adventure, Police, Comedy, Mystery, Shounen",名探偵コナン 江戸川コナン失踪事件～史上最悪の二日間～
21869,Music,たれぱんだ
21875,Music,超亜空間防壁チーズ・ナポリタン
21877,"Game, Comedy, Romance, School, Seinen",ハイスコアガール
21879,Comedy,そーどあーと・おふらいん Extra Edition
21881,"Action, Game, Adventure, Romance, Fantasy",ソードアート・オンライン II
21891,Music,なつみ STEP!
21899,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",銀魂 よりぬき銀魂さんオンシアター2D
21913,"Comedy, Historical, Kids",官兵衛くんがゆく
21933,"Comedy, Fantasy, Kids",それいけ!アンパンマン アンパンマンとハッピーおたんじょう日
21935,"Comedy, Fantasy, Kids",それいけ!アンパンマン アンパンマンとおかしな仲間
21937,"Comedy, Fantasy, Kids",それいけ!アンパンマン アンパンマンとゆかいな仲間たち
21939,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen",蟲師 続章
21941,"Comedy, Fantasy, Kids",それいけ!アンパンマン アンパンマンのジンジンジングルベル
21943,"Comedy, Fantasy, Kids",それいけ!アンパンマン ばいきんまんと3ばいパンチ
21945,"Kids, Fantasy, Comedy",それいけ!アンパンマン ばいきんまんVSバイキンマン!?
21947,"Comedy, Kids, Fantasy",それいけ!アンパンマン ゴミラの星
21951,"Kids, Fantasy, Comedy",それいけ!アンパンマン ヒヤヒヤヒヤリコとばぶ・ばぶばいきんまん
21953,"Comedy, Fantasy, Kids",それいけ!アンパンマン ホラーマンとホラ・ホラコ
21955,"Comedy, Fantasy, Kids",それいけ!アンパンマン コキンちゃんとなみだのクリスマス
21957,"Comedy, Fantasy, Kids",それいけ!アンパンマン コキンちゃんとあおいなみだ
21959,"Kids, Fantasy, Comedy",それいけ!アンパンマン くろゆき姫とモテモテばいきんまん
21961,"Comedy, Fantasy, Kids",それいけ!アンパンマン みんな集まれ!アンパンマンワールド
21963,"Comedy, Fantasy, Kids",それいけ!アンパンマン つきことしらたま〜ときめきダンシング〜
21967,"Comedy, Fantasy, Kids",それいけ!アンパンマン 妖精リンリンのひみつ
21969,"Comedy, Fantasy, Kids",それいけ!アンパンマン 夢猫の国のニャニイ
21971,"Comedy, Fantasy, Kids",それいけ!アンパンマン 勇気の花がひらくとき
21973,"Comedy, Fantasy, Kids",それいけ! アンパンマン アンパンマンとおやくそく
21975,"Comedy, Fantasy, Kids",それいけ! アンパンマン おうたとてあそび たのしいね
21981,Kids,ピクレレ
21995,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",アオハライド
21997,"Action, Adventure, Comedy, Shounen",デュエル・マスターズ ビクトリーV
21999,"Action, Adventure, Comedy, Shounen",デュエル・マスターズ ビクトリーV3
22013,Comedy,攻殻機動隊入門あらいず
22031,"Action, Historical, Seinen",サムライガン 8.5話 消せない過去
22035,"Comedy, Fantasy, Kids",それいけ! アンパンマン リリカル☆マジカルまほうの学校
22037,"Comedy, Fantasy, Kids, Sci-Fi",それいけ！アンパンマン ドキンちゃんのドキドキカレンダー
22043,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",FAIRY TAIL（フェアリーテイル）
22049,"Action, Music, Sci-Fi",Just Awake
22053,"Comedy, Horror, Mystery, Supernatural",学校の怪談
22055,"Horror, Mystery, Supernatural",学校の怪談　総集編
22057,"Comedy, Romance, Seinen, Supernatural",いなり、こんこん、恋いろは。いなり、コンコン、蝉しぐれ。
22059,Music,革命的ブロードウェイ主義者同盟
22065,"Action, Adventure, Comedy, Kids",T-レックス
22071,"Comedy, Romance, Slice of Life",未確認で進行形 「見て。あれが私たちの泊まっている旅館よ。」
22093,"Action, Music",真夜中は純潔
22097,"Action, Adventure, Fantasy, Magic, Shounen",マギ シンドバッドの冒険
22099,"Game, Kids",ヒーローバンク
22101,"Adventure, Romance, Fantasy, Shoujo",それでも世界は美しい
22111,Sports,かっ飛ばせ! ドリーマーズ -カープ誕生物語-
22113,"Comedy, Fantasy, School",境界線上のホライゾン 極東なるほど講座
22117,"Action, Supernatural, Fantasy, Seinen",ウィッチクラフトワークス 多華宮君と妹の悪巧み
22123,"Comedy, School, Shoujo Ai",犬神さんと猫山さん
22125,"Comedy, School, Shounen, Sports",黒子のバスケ 「もう一回やりませんか」
22131,Kids,劇場版 トレインヒーロー
22135,"Drama, Psychological, Seinen, Sports",ピンポン THE ANIMATION
22137,"Action, Demons",討鬼伝
22145,"Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen",黒執事 Book of Circus
22147,"Comedy, Drama, Fantasy, Magic",甘城ブリリアントパーク
22157,Dementia,優しい金曜日
22159,Dementia,闇の記憶・夢の陰影
22161,Dementia,スクラップ・ダイアリー
22163,Dementia,夏の視線‐1942
22165,Dementia,キリコ
22167,Dementia,GOLDFISH FETISH
22169,Dementia,FETISH DOLL
22171,Dementia,田名網敬一の肖像
22173,Dementia,夢10夜
22175,Dementia,The Harmonic Gleam Vibration
22177,Dementia,MADONNA
22179,Dementia,秋のパズル
22181,Dementia,SHUNGA
22189,"Slice of Life, Comedy, Seinen",普通の女子校生が【ろこどる】やってみた。
22197,"Kids, Sports",劇場版 ゆうとくんがいく
22199,"Action, Adventure, Drama, Fantasy, Shounen",アカメが斬る！
22205,"Sports, Shounen",BE BLUES!~青になれ~
22215,"Music, Shoujo, Sports",プリティーリズム・オールスターセレクション
22219,"Comedy, Slice of Life",われらサラリーマン党
22221,Historical,ものしり大学　明日のカレンダー
22225,"Comedy, Ecchi, Fantasy",モモキュンソード
22231,"Magic, Romance, Fantasy",天使のしっぽＣｈｕ！ ~総集編~ 天使の歌声 (うたごえ)
22239,Magic,夢世界ホッジポッジ
22241,Adventure,リボンの騎士（パイロット）
22247,"Comedy, Kids",あずみ マンマ★ミーア
22249,"Kids, Adventure",よだかの星
22255,"Dementia, Music",彼女の独身者たちによって裸にされた性服の処女研究
22265,"Slice of Life, Comedy, Sports, Drama, School",Free!-Eternal Summer-
22271,"Fantasy, Romance, Shoujo, Supernatural",アリーズ -神話の星座宮-
22273,"Game, Psychological",selector infected WIXOSS
22275,"Comedy, Slice of Life",OL改造講座
22279,"Historical, Kids, Samurai",私たちの暮らしと土木
22293,Music,魔法の妖精ペルシャ ミュージック・クリップ「ＥＳＣＡＰＥ！」
22295,"Historical, Romance, Fantasy, Josei",十三支演義～偃月三国伝～ 外伝 幽州幻夜
22297,"Action, Fantasy, Magic, Supernatural",Fate/stay night [Unlimited Blade Works]
22313,"Action, Martial Arts",真拳伝説 タイトロード
22319,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen",東京喰種-トーキョーグール-
22325,Slice of Life,人間革命
22327,"Adventure, Music, Fantasy",ヒマラヤの光の王国
22329,"Adventure, Music, Historical",大草原と白馬
22335,"Comedy, School, Shounen, Sports",てーきゅう３期　映像特典
22345,Comedy,Funny Pets 2ndシーズン
22359,Adventure,山賊の娘ローニャ
22361,"Adventure, Comedy, Magic",お正月だよ! 7×7=49人のナナ?
22377,"Action, Game, Martial Arts, School",ワンダーモモ
22381,"Comedy, Fantasy, Kids",ナンダカベロニカ
22385,"Fantasy, Music",a_caFe
22391,Dementia,リングリングボーイ
22393,"Music, Kids, Fantasy",空へ
22411,"Music, Romance",朝が来る前に ~さすらいバージョン~
22413,Kids,日本むかしばなし わらしべ長者
22415,"Fantasy, Music",青い部屋
22417,"Action, Music",Quantum Leap
22419,Dementia,あっちこっち
22421,"Fantasy, Kids",リカちゃんと魔法の国
22427,"Adventure, Comedy, Kids, Music, Sci-Fi, Space",コンピューターおばあちゃん
22433,"Action, Military, Fantasy, Mecha, Shounen",ブレイク ブレイド
22435,"Action, Mecha, Sci-Fi",新機動戦記ガンダムW Frozen Teardrop ピクチャードラマ
22439,"Comedy, Kids, Mystery",ハローキティ りんごの森のミステリー
22441,"Comedy, Fantasy, Kids",ハローキティ りんごの森とパラレルタウン
22443,Kids,ハローキティのアルプスの少女ハイジ
22445,"Fantasy, Kids",ハローキティのやっぱりママがすき
22447,"Fantasy, Kids",ハローキティの桃太郎
22449,"Kids, Fantasy",ハローキティの長靴をはいた猫
22451,"Kids, Fantasy",バッドばつ丸のオオカミが来た!
22455,"Fantasy, Kids",ハローキティのサーカスがやってきた
22457,"Fantasy, Kids",ハローキティのキティのふしぎなみずうみ
22459,"Fantasy, Kids",ハローキティの小公女
22461,"Fantasy, Kids",ハローキティの夢どろぼう
22465,"Fantasy, Kids, School, Slice of Life",くつだる。
22467,"Kids, Music",ミニハムずの愛の唄
22469,"Kids, Music",ミニハムずの結婚ソング
22471,"Kids, Music",ミラクルルン グランプリン!
22473,"Kids, Music",ピ〜ヒャラ小唄
22477,"Fantasy, Kids",ハローキティのとまった大時計
22479,"Fantasy, Kids",ハローキティのまほうのリンゴ
22481,"Kids, Fantasy",ハローキティのきえたサンタさんの帽子
22483,"Kids, Fantasy",ハローキティの3匹の子ぶた
22485,"Kids, Fantasy",ハローキティの雪の女王
22487,"Kids, Fantasy",ハローキティのマッチ売りの少女
22489,"Fantasy, Kids",ハローキティのヘンゼルとグレーテル
22491,"Kids, Fantasy",ハローキティの王様の耳はロバの耳
22493,"Kids, Fantasy",ポチャッコのジャックと豆の木
22495,"Fantasy, Kids",ハローキティの夢のお城の王子さま
22497,"Kids, Fantasy",ハローキティのかぐや姫
22499,"Kids, Fantasy",キティとミミィのハッピーバースデー
22503,"Sci-Fi, Slice of Life, Comedy, Kids, School",わしも
22507,"Sports, Cars, Seinen",頭文字 Final Stage
22509,Historical,まんが日本史[NHK版]
22511,"Comedy, Demons",瘤取り
22513,Music,FREELY TOMORROW
22523,Historical,世界の光 親鸞聖人
22535,"Action, Sci-Fi, Horror, Psychological, Drama, Seinen",寄生獣 セイの格率
22537,"Dementia, Horror, Supernatural",闇芝居 2期
22541,Comedy,おにくだいすき! ゼウシくん
22547,"Action, Adventure, Fantasy, Martial Arts",ブレイドアンドソウル
22561,"Action, Music",バーチャルスター2000
22563,"Kids, Fantasy",ハンギョドンのはだかの王様
22565,"Kids, Fantasy",バッドばつ丸のアリとキリギリス
22567,Kids,おさるのもんきちの金の斧 銀の斧
22569,"Kids, Fantasy",ポムポムプリンのウサギとカメ
22571,"Kids, Fantasy",アヒルのペックルのアヒルのドレイクステール
22573,"Kids, Fantasy",けろけろけろっぴのアラジンと魔法のランプ
22575,"Kids, Fantasy",アヒルのペックルのみにくいあひるの子
22577,"Kids, Fantasy",ポムポムプリンの北風と太陽
22583,"Sci-Fi, Slice of Life, Space, Comedy, Seinen",宇宙兄弟#0[ナンバー・ゼロ]
22585,Comedy,ぬっこ。
22591,"Adventure, Comedy, Fantasy, Shoujo, Shounen Ai",パタリロ西遊記！第27話
22593,Comedy,ポテッコベイビーズ(2011)
22595,Comedy,キメゾーの「決まり文句じゃキマらねぇ。」
22597,Comedy,キメゾーの決まり文句じゃキマらねぇ。Featuring サブ男
22603,"Adventure, Fantasy, Kids",アヒルのペックルのシンドバッドの冒険
22605,"Kids, Fantasy, Sports",けろけろけろっぴのがんばれ! けろっぴーず
22607,"Fantasy, Kids",アヒルのペックルの水泳大会は大騷ぎ
22609,"Kids, Sports",パティ&ジミィの君こそスーパースター
22611,"Kids, Fantasy",アヒルのペックルのアラジンと魔法のランプ
22613,"Adventure, Fantasy, Kids",けろけろけろっぴのよわむし王子の大冒険
22615,"Fantasy, Kids",けろけろけろっぴのけろけろハウスのひみつ
22617,"Fantasy, Kids",ポチャッコのわくわくバースデイ
22619,Kids,けろけろけろっぴの友だちっていいな
22621,"Adventure, Fantasy, Kids",アヒルのペックルの秘宝を探せ
22623,"Fantasy, Kids",ポチャッコのにんじん畑は大騒ぎ
22625,"Adventure, Fantasy, Kids",けろけろけろっぴの大冒険
22627,"Fantasy, Kids",サンタさんとトナカイクッピ
22631,"Comedy, Parody",Peeping Life 手塚プロ・タツノコプロ ワンダーランド
22633,"Comedy, Parody",Peeping Life 手塚プロ・タツノコプロ ワンダーランド
22635,"Comedy, Parody",Peeping Life 手塚プロ・タツノコプロ ワンダーランド
22637,"Kids, Fantasy",けろけろけろっぴの友だちになろうよ
22639,"Kids, Magic",けろけろけろっぴの友だちは魔法使い
22641,"Kids, Supernatural",けろけろけろっぴのびっくり! おばけやしき
22643,"Fantasy, Kids",けろけろけろっぴの恐竜がでた
22645,"Adventure, Kids",けろけろけろっぴの空をとべたら
22647,"Fantasy, Kids",けろけろけろっぴの空とぶゆめの船
22649,"Fantasy, Kids",けろけろけろっぴの三銃士
22651,"Kids, Fantasy",けろけろけろっぴ はすのうえタウン危機一髪!
22653,"Fantasy, Kids",けろけろけろっぴのミツバチ大騒動
22657,"Comedy, Sci-Fi",新世紀末 奴との遭遇
22661,"Fantasy, Shounen",ワンピース Cry heart～冬島に降る桜～
22663,"Action, Fantasy, Harem, Romance, School, Supernatural",聖剣使いの禁呪詠唱〈ワールドブレイク〉
22669,"Action, Comedy, Kids",ごはんかいじゅうパップ
22671,"Slice of Life, Comedy",桃屋×Peeping Life ご縁ですよ！Ⅱ
22673,"Comedy, Sports",黒子のバスケNG集
22675,"Comedy, Slice of Life",Peeping Life劇場オリジナル版
22677,"Action, Adventure, Police, Mecha, Military, Sci-Fi, Seinen",Appleseed Alpha
22683,"Fantasy, Historical, Kids",白石の妖精ぴち
22687,"Action, Sci-Fi, Space, Horror, Drama, Seinen",TERRA FORMARS [テラフォーマーズ]
22689,"Action, Horror, Sci-Fi, Space",テラフォーマーズ　バグズ２号編
22693,"Fantasy, Magic, Romance, Shoujo",レディ ジュエルペット
22695,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",極限バトル!!三大超サイヤ人　スペシャル
22699,"Action, Slice of Life, Adventure, Fantasy, Martial Arts, Comedy, Super Power, Shounen",全部見せます 年忘れドラゴンボールZ!
22709,"Comedy, Kids",絶体絶命でんぢゃらすじーさん
22711,"Kids, Comedy",わざぐぅ!VSでんぢゃらすじーさん邪 抱腹絶倒!アニメクイズ
22729,"Action, Military, Sci-Fi, Mecha",アルドノア・ゼロ
22733,"Fantasy, Shounen",ドラゴンコレクション
22735,Game,オレカバトル
22745,"Harem, Romance, Shoujo",BROTHERS CONFLICT  第十二・五衝突「切望」
22755,"Comedy, Game, Parody",地下すぎアイドル あかえちゃん
22757,"Slice of Life, Comedy, School",エクスメイデン
22759,Comedy,とある科学の超電磁砲S 大事なことはぜんぶ銭湯に教わった
22763,"Drama, Mystery, Seinen, Supernatural",劇場版 空の境界 未来福音 extra chorus
22777,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",ドラゴンボール改
22785,"Comedy, Romance, School, Shoujo Ai, Slice of Life",その花びらにくちづけを りさみや劇場
22789,"Comedy, Slice of Life",ばらかもん
22791,"Drama, Slice of Life",空色花色
22817,"Mystery, Shounen",金田一少年の事件簿R【リターンズ】
22819,"Slice of Life, Music, School, Shoujo",劇場版 アイカツ！アイドルカツドウ！
22821,"Comedy, Parody, Super Power",秘密結社鷹の爪 EX
22827,"Adventure, Comedy, Ecchi, Fantasy, Magic, School",まじかる★タルるートくん劇場版
22831,"Sports, Seinen",暴れん坊力士！！松太郎
22835,"Slice of Life, Comedy, Ecchi, School",ひめゴト
22839,"Slice of Life, School",クロスロード
22841,Dementia,おかしなホテル
22845,"Comedy, Kids",鈴3太郎
22847,Drama,劇場版 空の境界 未来福音 劇場用マナーCM
22849,Comedy,にゃ〜めん
22851,"Sports, Comedy",APO APOワールド ジャイアント馬場 90分1本勝負
22859,Comedy,映画中二病でも恋がしたい!Lite
22865,"Harem, Comedy, Supernatural, School",六畳間の侵略者！？
22877,"Action, Harem, Comedy, Supernatural, Romance, Ecchi, Fantasy, School",精霊使いの剣舞〈ブレイドダンス〉
22887,"Adventure, Kids",ひょっこりひょうたん島
22893,"Romance, Shoujo",モンシェリCOCO
22943,"Action, Adventure, Fantasy",夢幻戦士ヴァリス
22953,"Martial Arts, Comedy, Parody",花のずんだ丸 じゃんく
22955,"Fantasy, Comedy",フランチェスカ
22959,"Slice of Life, Comedy",エンジェルがとんだ日
22961,"Slice of Life, Romance",デート・ア・ライブII 狂三スターフェスティバル
22973,"Action, Historical",三国志
22975,"Comedy, Horror, Kids, Shounen",怪物くん デーモンの剣
22977,"Comedy, Horror, Kids, Shounen",怪物くん 怪物ランドへの招待
22979,"Adventure, Comedy, Ecchi, Fantasy, Magic, School",まじかる★タルるートくん すきすき♡タコ焼きっ!
22981,"Adventure, Comedy, Ecchi, Fantasy, Magic, School",まじかる★タルるートくん 燃えろ! 友情の魔法大戦
22983,"Comedy, Fantasy, Kids, Supernatural, Vampire",ヒピラくん
22985,"Comedy, Fantasy, Kids, Supernatural, Vampire",ヒピラくん
22991,"Comedy, Kids, School, Slice of Life, Supernatural",オバケのQ太郎 進め! 1/100大作戦
22993,"Comedy, Kids, School, Slice of Life",オバケのQ太郎 とびだせ! バケバケ大作戦
22995,Slice of Life,市制刷新
22997,"Action, Sci-Fi",新スカイヤーズ5
22999,Historical,日本誕生
23001,Historical,マンガ人物史
23003,"Historical, Slice of Life",たのしい文明史 鉄ものがたり
23005,Slice of Life,もぐらのモトロ
23007,"Adventure, Kids",狼少年ケン (1963)
23009,"Adventure, Kids",狼少年ケン アラビアの怪人 魔の岩の決闘
23011,"Action, Sports",男どアホウ! 甲子園
23013,Comedy,のらくろ
23015,"Kids, Adventure, Comedy",ハゼドン
23023,Music,Peaceful Times(F02)petit film
23029,"Comedy, Fantasy, Music",ぽっぷるメイル
23031,"Drama, Slice of Life",明日の希望 悲しみよありがとう 高江常男物語
23037,"Action, Music, Comedy, Historical, Shoujo",幕末Rock
23043,"Drama, Music, School, Slice of Life",リブート
23051,Dementia,蛾のいるところ
23053,Psychological,二層の葛
23055,Dementia,考える練習
23057,"Dementia, Horror",ゆきどけ
23059,"Dementia, Horror",診察室
23061,"Fantasy, Music",部屋/形態
23063,"Game, Dementia, Horror",兎ガ怕イ
23065,Supernatural,怪談
23067,"Action, Sci-Fi, Adventure, Comedy, Super Power, Kids, Mecha, Shounen",テンカイナイト
23079,"Romance, Slice of Life, Supernatural",グラスリップ
23083,"Kids, Fantasy, Magic, Shoujo",映画ハピネスチャージプリキュア！人形の国のバレリーナ
23085,"Comedy, School, Slice of Life",機関車先生
23089,"Comedy, Kids",ポン助の春
23097,"Comedy, Kids",子うさぎものがたり
23099,"Sci-Fi, Comedy, Mecha",ぷちっとがるがんてぃあ:特別企画 - 〇〇のガルガンティア
23107,"Comedy, Fantasy, Kids",GO-GO たまごっち！
23115,"Mystery, Comedy, Super Power",「ハマトラ」最終回直前！マオが送る総集編スペシャル File-SP 情報屋の特種
23121,"Comedy, School, Slice of Life",人生相談テレビアニメーション「人生」
23125,"Kids, Slice of Life",histoire d`Etty エティーのものがたり
23129,"Magic, Music, Shoujo",魔法のプリンセス ミンキーモモ 瞳の星座 ミンキーモモSONGスペシャル
23133,"Action, Drama, Mecha, Mystery, Psychological, Sci-Fi",M3～ソノ黒キ鋼～
23135,"Music, Slice of Life, School, Shoujo",プリパラ
23137,"Military, School",ガールズ＆パンツァー ハートフル タンク ディスク
23149,"Comedy, Kids",47都道府犬R
23151,"Music, Slice of Life, Shoujo",少年ハリウッド-HOLLY STAGE FOR 49-
23153,"Romance, Comedy, Harem, Parody, Shounen",ハヤテのごとく！
23157,"Magic, Music",風のinvitation
23177,"Music, Slice of Life, Drama, Romance, Shoujo",PIANO
23179,"Comedy, Supernatural",境界のRINNE
23181,Kids,お伽囃 文福茶釜
23183,Comedy,いたずらポスト
23185,Comedy,茶目坊空気銃の巻
23187,Comedy,茶目坊新画帳 蚤夫婦仕返しの巻
23189,Comedy,凸坊新画帳　名案の失敗
23191,Comedy,貯金の勤
23199,"Action, Mystery, Supernatural",デュラララ!!×２ 承
23201,"Action, Super Power, Martial Arts, Samurai, Historical",戦国BASARA Judge End
23209,"Drama, Fantasy, School, Slice of Life",天体のメソッド
23213,"Comedy, Josei, Slice of Life",監督不行届
23225,"Comedy, Shoujo Ai, Slice of Life",ゆるゆり なちゅやちゅみ！
23227,"Slice of Life, Comedy, Romance, Seinen",未確認で進行形 「鴨肉って緑っぽい味がするのね。」
23229,Comedy,召しませロードス島戦記～それっておいしいの？～
23233,"Action, Ecchi, Fantasy, Romance, Harem, Demons",新妹魔王の契約者〈テスタメント〉
23237,Comedy,中二病でも恋がしたい！戀 未放送ショートムービー
23245,"Comedy, Sports",GoGo虎エ門
23249,"Action, Military, Sci-Fi, Space, Drama",宇宙戦艦ヤマト2199 星巡る方舟
23251,"Comedy, Supernatural, Shounen",繰繰れ！コックリさん
23259,"Action, Mecha, Sci-Fi, Space",ガンダム Gのレコンギスタ
23265,"Adventure, Romance",元禄恋模様 三吉とおさよ
23267,Slice of Life,お猿の大漁
23269,"Slice of Life, Comedy, School, Seinen",ハロー!!きんいろモザイク
23273,"Drama, Music, Romance, School, Shounen",四月は君の嘘
23275,Music,ツブ★ドル
23277,"Harem, Comedy, Romance, Ecchi, School",冴えない彼女〈ヒロイン〉の育てかた
23279,"Military, Sci-Fi, Psychological",虐殺器官
23281,"Action, Sci-Fi, Police, Psychological",PSYCHO-PASS サイコパス 2
23283,"Mystery, Psychological, Thriller",残響のテロル
23285,"Slice of Life, Comedy, Kids",ポレットのイス
23289,"Comedy, Romance, School",月刊少女野崎くん
23293,"Action, Adventure, Drama, Seinen",LUPIN THE IIIRD 次元大介の墓標
23299,"Action, Adventure, Comedy, Fantasy, Kids",アイリスVSイブキ！ドラゴンマスターへの道！！
23301,"Action, Adventure, Comedy, Kids, Fantasy",ポケットモンスターXY MEGA EVOLUTION
23303,"Drama, Historical, Slice of Life",ヒロシマへの旅
23309,"Action, Harem, Police, Ecchi",RAIL WARS! [レールウォーズ]
23311,"Action, Demons, Fantasy, Magic, Supernatural",牙狼〈GARO〉-炎の刻印-
23313,"Comedy, Kids",絶体絶命でんぢゃらすじーさん
23315,"Comedy, Kids",絶体絶命でんぢゃらすじーさん スペシャル版
23317,"Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen",黒執事 Book of Murder
23319,"Action, Adventure, Mecha, Sci-Fi",翠星のガルガンティア～めぐる航路、遥か～
23321,"Action, Game, Adventure, Magic, Fantasy",ログ・ホライズン 第2シリーズ
23325,"Action, Mecha",白銀の意思 アルジェヴォルン
23327,"Space, Comedy, Sci-Fi",スペース☆ダンディ 第2シリーズ
23333,"Action, Sci-Fi, Super Power, Psychological",ドラマティカル マーダー
23341,"Comedy, Magic",よくわかる魔法科！
23343,"Fantasy, Slice of Life",二人の王子さま
23345,Slice of Life,雪国の王子さま
23347,"Comedy, Kids",ガンとゴン
23349,Kids,キリンものしり館
23351,"Adventure, Horror, Psychological, Seinen, Supernatural",妖怪伝 猫目小僧
23353,"Action, Drama, Seinen",いつかのメイン 雷少年・天太参上!
23359,"Action, Comedy, Military",コードギアス 亡国のアキト 第2章 引き裂かれし翼竜 ピクチャードラマ
23361,Comedy,バクマン。
23363,"Comedy, Romance",俺の妹がこんなに可愛いわけがない。 俺の妹がこんなにエロゲーなわけがない〜逆襲の秋美〜
23365,Music,By Your Side
23367,"Comedy, School",帰宅部活動記録 ちび劇場
23369,Comedy,バクマン。『ラッコ11号』
23375,Music,みならいディーバ
23383,"Comedy, Seinen",ディーふらぐ! ウォーター!!
23385,"Fantasy, Slice of Life, Supernatural",境界の彼方  ＃0「東雲」
23387,"Action, Sci-Fi",マスター・オブ・トルク
23393,"Adventure, Kids, Slice of Life",新ドン・チャック物語
23399,"Comedy, Slice of Life",南の島のデラちゃん
23401,"School, Slice of Life",たばこはダサい
23405,"Shounen, Supernatural",コンが教えて差し上げます！まるわかり東京レイヴンズ
23407,"Historical, Drama",トキ この地球(ほし)の未来を見つめて
23409,"Action, Adventure, Comedy, Shounen",デュエル・マスターズ VS
23421,"Mystery, Comedy, Super Power, Drama",Re:␣ ハマトラ
23423,"Comedy, Ecchi, Romance, School, Seinen",無邪気の楽園
23425,"Comedy, Josei",コミックスカバー裏コメント
23427,"Slice of Life, Comedy",お姉ちゃんが来た 初めての... キター!
23433,"Slice of Life, Comedy, Josei",真 ストレンジ・プラス
23439,Slice of Life,時季（とき）は巡る～TOKYO STATION～
23441,"Comedy, Romance, Shounen Ai",LOVE STAGE!! チョットジャナクッテ
23447,"Comedy, Drama, Romance, Sci-Fi, Slice of Life",あの夏で待ってる 特別編「僕達は高校最後の夏を過ごしながら、 あの夏を待っている。」
23459,"Action, Comedy, Fantasy",世界征服～謀略のズヴィズダー～ 新・ズヴィズダー大作戦
23483,Music,DECORATOR
23487,"Magic, Comedy",なぜなに！？うぃっちくらふとわ～くす
23499,"Comedy, School, Shounen",がくモン!〜オオカミ少女はくじけない〜
23511,"Action, Game, Comedy, Kids",超爆裂異次元メンコバトル ギガントシューター つかさ
23515,Fantasy,お月さまと王女
23517,"Dementia, Music",カリグラフィティー
23523,"Action, Fantasy, Historical",アテルイ
23537,"Sports, Kids",二死満塁[ツーダンフルベース]
23539,"Comedy, Kids",ぐでたま
23551,"Comedy, Slice of Life",ちょぼらうにょぽみ劇場第二幕 あいまいみー ~妄想カタストロフ~
23555,"Kids, Magic",猫のダヤン
23569,Slice of Life,限りなき楽園
23575,"Comedy, Historical, Kids",一休さん  大暴れやんちゃ姫
23579,"Romance, School, Shoujo",12歳。
23581,"Adventure, Drama, Historical, Slice of Life",世界名作劇場・完結版 ロミオの青い空
23583,"Drama, Historical, Kids, Shoujo, Slice of Life",世界名作劇場・完結版 赤毛のアン
23585,"Adventure, Drama, Slice of Life",世界名作劇場・完結版 母をたずねて三千里
23587,"Comedy, Drama, Music",アイドルマスター シンデレラガールズ
23593,"Drama, Slice of Life",埼玉暴走最前線 フラッグ! 死にものぐるいの青春!!
23595,"Sci-Fi, Space, Comedy",美鳳のすぺしゃる解説コーナー
23597,Comedy,新橋劇場 新橋の一番長い一日
23605,Action,ニンジャスレイヤー フロムアニメイシヨン
23607,"Comedy, Ecchi, Kids, Parody, Shounen",がきデカ
23609,"Comedy, Ecchi, Kids, Parody, Shounen",がきデカ
23611,"Adventure, Kids",ブンナよ木からおりてこい
23613,"Comedy, Parody, Slice of Life",カッくんカフェ
23615,"Adventure, Drama, Historical, Romance",英雄挽歌 孔子傳
23617,"Kids, Fantasy, Comedy",それいけ! アンパンマン りんごぼうやとみんなの願い
23619,"Comedy, Ecchi, Parody",這いよれ！ニャル子さん W OVA
23621,"Romance, Slice of Life","探したのはお部屋, 見つけたのは未来"
23623,"Comedy, School, Seinen, Slice of Life",のんのんびより りぴーと
23627,"Comedy, Parody",蒼き鋼のアルペジオ ‐アルス・ノヴァ‐霧くまs
23633,Kids,ポッポやさん のんき駅長
23635,Kids,ポッポやさん のんき機関士
23637,"Kids, Music",小人と青虫
23639,"Kids, Supernatural",かっぱ川太郎
23641,"Fantasy, Kids",うかれバイオリン
23643,"Kids, Fantasy",ねずみのよめいり
